cmt#ConferenceMember	cmt#ConferenceMember -> cmt#Person	cmt#Reviewer, cmt#AssociatedChair, cmt#Author	cmt#hasConferenceMember -> cmt#Conference, cmt#memberOfConference -> cmt#Conference	 	conference#Reviewed_contribution	conference#Reviewed_contribution -> conference#Submitted_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	conference#Accepted_contribution, conference#Rejected_contribution	conference#has_a_review -> conference#Review, conference#reviews -> conference#Review	 	0.739
ekaw#Abstract	ekaw#Abstract -> ekaw#Document	ekaw#Tutorial_Abstract, ekaw#Invited_Talk_Abstract	ekaw#paperPresentedAs -> ekaw#Individual_Presentation, ekaw#presentationOfPaper -> ekaw#Individual_Presentation	 	sigkdd#Registration_fee	sigkdd#Registration_fee -> sigkdd#Fee	sigkdd#Registration_Student, sigkdd#Registration_Non-Member, sigkdd#Registration_SIGKDD_Member, sigkdd#Registration_SIGMOD_Member	sigkdd#payed_by -> sigkdd#Person, sigkdd#pay -> sigkdd#Person	sigkdd#Currency -> sigkdd#string, sigkdd#Price -> sigkdd#int	0.739
confOf#Member_PC	confOf#Member_PC -> confOf#Person	 	confOf#reviewes -> confOf#Contribution, confOf#expertOn -> confOf#Topic	 	iasted#IASTED_non_member	iasted#IASTED_non_member -> iasted#Delegate -> iasted#Person	 	iasted#is_designed_for -> iasted#Nonmember_registration_fee	 	0.738
ekaw#Conference_Session	ekaw#Conference_Session -> ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event	 	ekaw#partOfEvent -> ekaw#Conference	 	iasted#Trip_day	iasted#Trip_day -> iasted#Time	 	iasted#is_designed_for -> iasted#Delegate, iasted#is_held_in -> iasted#Full_day_tour	 	0.738
edas#RejectedPaper	edas#RejectedPaper -> edas#Paper -> edas#Document	 	 	 	ekaw#Neutral_Review	ekaw#Neutral_Review -> ekaw#Review -> ekaw#Document	 	 	 	0.738
iasted#Session_room	iasted#Session_room -> iasted#Place	 	 	 	sigkdd#Main_office	sigkdd#Main_office -> sigkdd#Place	 	 	 	0.738
conference#Registeered_applicant	conference#Registeered_applicant -> conference#Conference_applicant -> conference#Person	 	 	 	confOf#Member	confOf#Member -> confOf#Participant -> confOf#Person	 	 	 	0.738
conference#Workshop	conference#Workshop -> conference#Conference_part	 	conference#has_workshops -> conference#Conference_volume	 	iasted#Activity_before_conference	iasted#Activity_before_conference -> iasted#Activity	 	iasted#is_held_before -> iasted#Conference_days	 	0.738
confOf#Conference	confOf#Conference -> confOf#Working_event -> confOf#Event	 	 	 	iasted#Lecturer	iasted#Lecturer -> iasted#Author -> iasted#Speaker -> iasted#Delegate -> iasted#Person	 	 	 	0.738
confOf#Working_event	confOf#Working_event -> confOf#Event	confOf#Conference, confOf#Workshop, confOf#Tutorial	 	confOf#has_short_title -> confOf#string, confOf#hasVAT -> confOf#string, confOf#location -> confOf#string, confOf#defaultChoice -> confOf#positiveInteger, confOf#has_title -> confOf#string, confOf#minChoice -> confOf#positiveInteger, confOf#maxChoice -> confOf#positiveInteger	ekaw#Proceedings	ekaw#Proceedings -> ekaw#Multi-author_Volume -> ekaw#Document	ekaw#Conference_Proceedings	 	 	0.738
edas#ConferenceChair	edas#ConferenceChair -> edas#Person	 	edas#isReviewing -> edas#Paper, edas#isReviewedBy -> edas#Paper, edas#initiates -> edas#Call, edas#isInitiatedBy -> edas#Call	 	iasted#Building	iasted#Building -> iasted#Place	 	iasted#is_paid_in -> iasted#Money, iasted#is_situated_in -> iasted#Place	 	0.738
confOf#Science_Worker	confOf#Science_Worker -> confOf#Person	 	 	 	edas#Programme	edas#Programme -> edas#Document	 	 	 	0.738
edas#Programme	edas#Programme -> edas#Document	 	edas#hasProgramme -> edas#ConferenceEvent, edas#belongsToEvent -> edas#ConferenceEvent	 	iasted#Mailing_list	iasted#Mailing_list -> iasted#Document -> iasted#Item	 	iasted#is_designed_for -> iasted#Delegate	 	0.738
confOf#Trip	confOf#Trip -> confOf#Social_event -> confOf#Event	 	 	 	ekaw#Conference_Banquet	ekaw#Conference_Banquet -> ekaw#Social_Event -> ekaw#Event	 	 	 	0.738
ekaw#Session_Chair	ekaw#Session_Chair -> ekaw#PC_Member -> ekaw#Possible_Reviewer -> ekaw#Person, ekaw#Session_Chair -> ekaw#Conference_Participant -> ekaw#Person	 	 	 	iasted#Plenary_lecture	iasted#Plenary_lecture -> iasted#Lecture -> iasted#Conference_activity -> iasted#Activity	 	 	 	0.738
ekaw#Tutorial_Abstract	ekaw#Tutorial_Abstract -> ekaw#Abstract -> ekaw#Document	 	 	 	sigkdd#Deadline_Abstract_Submission	sigkdd#Deadline_Abstract_Submission -> sigkdd#Deadline	 	 	 	0.738
cmt#Author	cmt#Author -> cmt#ConferenceMember -> cmt#Person, cmt#Author -> cmt#User -> cmt#Person	 	 	 	iasted#Worker_lecturer	iasted#Worker_lecturer -> iasted#Lecturer -> iasted#Author -> iasted#Speaker -> iasted#Delegate -> iasted#Person	 	 	 	0.738
conference#Active_conference_participant	conference#Active_conference_participant -> conference#Conference_contributor -> conference#Person, conference#Active_conference_participant -> conference#Conference_participant -> conference#Person	 	 	 	ekaw#Agency_Staff_Member	ekaw#Agency_Staff_Member -> ekaw#Person	 	 	 	0.738
confOf#Paper	confOf#Paper -> confOf#Contribution	 	 	 	iasted#Fee	iasted#Fee -> iasted#Money	 	 	 	0.738
conference#Conference_contributor	conference#Conference_contributor -> conference#Person	 	 	 	iasted#Conference_restaurant	iasted#Conference_restaurant -> iasted#Building -> iasted#Place	 	 	 	0.738
conference#Regular_author	conference#Regular_author -> conference#Conference_contributor -> conference#Person	 	 	 	iasted#Author_information_form	iasted#Author_information_form -> iasted#Form -> iasted#Document -> iasted#Item	 	 	 	0.738
iasted#Hotel_registration_form	iasted#Hotel_registration_form -> iasted#Form -> iasted#Document -> iasted#Item	 	iasted#is_sent_before -> iasted#Deadline_hotel_reservation	 	sigkdd#Hotel	sigkdd#Hotel -> sigkdd#Place	 	sigkdd#can_stay_in -> sigkdd#Person	 	0.738
ekaw#Assigned_Paper	ekaw#Assigned_Paper -> ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	 	 	 	sigkdd#Best_Student_Paper_Award	sigkdd#Best_Student_Paper_Award -> sigkdd#Award	 	 	 	0.738
conference#Presentation	conference#Presentation -> conference#Conference_contribution -> conference#Conference_document	 	 	 	edas#Presenter	edas#Presenter -> edas#Author	 	 	 	0.738
edas#MealEvent	edas#MealEvent -> edas#NonAcademicEvent -> edas#ConferenceEvent	edas#ConferenceDinner	edas#hasMenu -> edas#MealMenu, edas#isMenuOf -> edas#MealMenu	 	ekaw#Conference_Participant	ekaw#Conference_Participant -> ekaw#Person	ekaw#Session_Chair, ekaw#Presenter, ekaw#Workshop_Chair, ekaw#Demo_Chair, ekaw#PC_Chair, ekaw#OC_Member	ekaw#writtenBy -> ekaw#Camera_Ready_Paper	 	0.738
conference#Conference_document	 	 	conference#has_authors -> conference#Person, conference#contributes -> conference#Person	conference#has_a_date_of_issue -> conference#date	edas#ConferenceChair	edas#ConferenceChair -> edas#Person	 	edas#isReviewing -> edas#Paper, edas#isReviewedBy -> edas#Paper, edas#initiates -> edas#Call, edas#isInitiatedBy -> edas#Call	 	0.738
edas#Workshop	edas#Workshop -> edas#AcademicEvent -> edas#ConferenceEvent	 	 	 	ekaw#University	ekaw#University -> ekaw#Academic_Institution -> ekaw#Organisation	 	 	 	0.738
edas#ConferenceSession	 	 	edas#relatesTo -> edas#Document, edas#hasRelatedDocument -> edas#Document	 	sigkdd#Deadline	 	 	sigkdd#submit_until -> sigkdd#Document, sigkdd#designed_by -> sigkdd#ACM_SIGKDD, sigkdd#design -> sigkdd#ACM_SIGKDD	sigkdd#Date -> sigkdd#dateTime	0.738
conference#Reviewer	conference#Reviewer -> conference#Person	 	conference#belongs_to_reviewers -> conference#Review_preference, conference#has_a_review_reference_or_expertise -> conference#Review_preference	 	iasted#Building	iasted#Building -> iasted#Place	 	iasted#is_paid_in -> iasted#Money, iasted#is_situated_in -> iasted#Place	 	0.738
iasted#Conference_airport	iasted#Conference_airport -> iasted#Building -> iasted#Place	 	iasted#is_situated_in -> iasted#Conference_state, iasted#is_situated_in -> iasted#Conference_city	 	sigkdd#Conference	 	 	sigkdd#hold -> sigkdd#ACM_SIGKDD, sigkdd#holded_by -> sigkdd#ACM_SIGKDD	sigkdd#End_of_conference -> sigkdd#dateTime, sigkdd#Start_of_conference -> sigkdd#dateTime, sigkdd#Name_of_conference -> sigkdd#string, sigkdd#City_of_conference -> sigkdd#string	0.738
iasted#Sponzorship	iasted#Sponzorship -> iasted#Money	 	 	 	sigkdd#Gold_Supporter	sigkdd#Gold_Supporter -> sigkdd#Sponzor	 	 	 	0.738
conference#Presentation	conference#Presentation -> conference#Conference_contribution -> conference#Conference_document	 	conference#is_the_1th_part_of -> conference#Abstract, conference#has_an_abstract -> conference#Abstract, conference#gives_presentations -> conference#Active_conference_participant, conference#is_given_by -> conference#Active_conference_participant	 	iasted#Listener	iasted#Listener -> iasted#Delegate -> iasted#Person	 	iasted#is_designed_for -> iasted#Lecture, iasted#sign -> iasted#Record_of_attendance, iasted#is_signed_by -> iasted#Record_of_attendance	 	0.738
confOf#University	confOf#University -> confOf#Organization	 	 	 	sigkdd#Conference_hall	sigkdd#Conference_hall -> sigkdd#Place	 	 	 	0.738
edas#MealEvent	edas#MealEvent -> edas#NonAcademicEvent -> edas#ConferenceEvent	edas#ConferenceDinner	 	 	iasted#Presentation	iasted#Presentation -> iasted#Conference_activity -> iasted#Activity	iasted#Video_presentation, iasted#PowerPoint_presentation	 	 	0.738
edas#Author	 	edas#Presenter	edas#isWrittenBy -> edas#Paper, edas#hasRelatedPaper -> edas#Paper	 	iasted#Item	 	iasted#Publication, iasted#Card, iasted#Document, iasted#Transport_vehicle, iasted#Audiovisual_equipment	iasted#is_paid_with -> iasted#Money, iasted#is_used_for -> iasted#Money, iasted#is_paid_for -> iasted#Money	 	0.738
edas#Paper	edas#Paper -> edas#Document	 	edas#isReviewing -> edas#Reviewer, edas#isReviewedBy -> edas#Reviewer, edas#isTopicOf -> edas#Topic, edas#hasTopic -> edas#Topic, edas#isReviewedBy -> edas#SessionChair, edas#isReviewing -> edas#SessionChair	 	ekaw#Positive_Review	ekaw#Positive_Review -> ekaw#Review -> ekaw#Document	 	ekaw#hasReview -> ekaw#Accepted_Paper	 	0.738
confOf#Participant	confOf#Participant -> confOf#Person	confOf#Member, confOf#Student, confOf#Regular	 	confOf#earlyRegistration -> confOf#boolean	iasted#Deadline	iasted#Deadline -> iasted#Time	iasted#Registation_deadline, iasted#Deadline_hotel_reservation, iasted#Submissions_deadline	 	iasted#done_till -> iasted#date	0.738
conference#Chair	conference#Chair -> conference#Committee_member -> conference#Person	 	conference#has_a_committee_chair -> conference#Committee, conference#was_a_committee_chair_of -> conference#Committee	 	ekaw#Flyer	ekaw#Flyer -> ekaw#Document	 	ekaw#publisherOf -> ekaw#Organisation	 	0.738
ekaw#Student	ekaw#Student -> ekaw#Person	 	 	 	iasted#Card	iasted#Card -> iasted#Item	 	 	 	0.738
edas#Paper	edas#Paper -> edas#Document	 	edas#isReviewedBy -> edas#SessionChair, edas#isReviewing -> edas#SessionChair, edas#isReviewing -> edas#Reviewer, edas#isReviewedBy -> edas#Reviewer, edas#isWrittenBy -> edas#Author, edas#hasRelatedPaper -> edas#Author	 	iasted#Hotel_registration_form	iasted#Hotel_registration_form -> iasted#Form -> iasted#Document -> iasted#Item	 	iasted#is_sent_before -> iasted#Deadline_hotel_reservation	 	0.738
edas#Attendee	edas#Attendee -> edas#Person	 	 	 	sigkdd#Program_Committee_member	sigkdd#Program_Committee_member -> sigkdd#Organizator -> sigkdd#Person	 	 	 	0.738
edas#NGO	edas#NGO -> edas#Organization	 	 	 	ekaw#University	ekaw#University -> ekaw#Academic_Institution -> ekaw#Organisation	 	 	 	0.738
conference#Track	conference#Track -> conference#Conference_part	 	conference#has_tracks -> conference#Conference_volume	 	confOf#Scholar	confOf#Scholar -> confOf#Person	 	confOf#studyAt -> confOf#University	 	0.738
cmt#ExternalReviewer	cmt#ExternalReviewer -> cmt#Person	 	cmt#assignedByReviewer -> cmt#Reviewer, cmt#assignExternalReviewer -> cmt#Reviewer	 	sigkdd#Paper	sigkdd#Paper -> sigkdd#Document	 	sigkdd#submit -> sigkdd#Author	 	0.738
confOf#Banquet	confOf#Banquet -> confOf#Social_event -> confOf#Event	 	 	 	edas#Workshop	edas#Workshop -> edas#AcademicEvent -> edas#ConferenceEvent	 	 	 	0.738
edas#Paper	edas#Paper -> edas#Document	edas#PendingPaper, edas#PublishedPaper, edas#ActivePaper, edas#WithdrawnPaper, edas#RejectedPaper, edas#AcceptedPaper	edas#isTopicOf -> edas#Topic, edas#hasTopic -> edas#Topic, edas#isWrittenBy -> edas#Author, edas#hasRelatedPaper -> edas#Author, edas#isReviewing -> edas#ConferenceChair, edas#isReviewedBy -> edas#ConferenceChair	 	ekaw#Multi-author_Volume	ekaw#Multi-author_Volume -> ekaw#Document	ekaw#Proceedings	ekaw#publisherOf -> ekaw#Organisation	 	0.738
cmt#Chairman	cmt#Chairman -> cmt#Person	 	cmt#markConflictOfInterest -> cmt#Paper	 	edas#AcademicEvent	edas#AcademicEvent -> edas#ConferenceEvent	 	edas#relatesTo -> edas#Document, edas#hasRelatedDocument -> edas#Document, edas#hasCall -> edas#Call, edas#forEvent -> edas#Call	 	0.737
conference#Invited_speaker	conference#Invited_speaker -> conference#Conference_contributor -> conference#Person	 	 	 	ekaw#Workshop_Chair	ekaw#Workshop_Chair -> ekaw#Conference_Participant -> ekaw#Person, ekaw#Workshop_Chair -> ekaw#PC_Member -> ekaw#Possible_Reviewer -> ekaw#Person	 	 	 	0.737
conference#Contribution_1th-author	conference#Contribution_1th-author -> conference#Regular_author -> conference#Conference_contributor -> conference#Person	 	 	 	iasted#Author_information_form	iasted#Author_information_form -> iasted#Form -> iasted#Document -> iasted#Item	 	 	 	0.737
confOf#Science_Worker	confOf#Science_Worker -> confOf#Person	 	 	 	edas#Presenter	edas#Presenter -> edas#Author	 	 	 	0.737
confOf#Conference	confOf#Conference -> confOf#Working_event -> confOf#Event	 	 	 	ekaw#Individual_Presentation	ekaw#Individual_Presentation -> ekaw#Scientific_Event -> ekaw#Event	 	 	 	0.737
conference#Poster	conference#Poster -> conference#Conference_contribution -> conference#Conference_document	 	conference#has_an_abstract -> conference#Abstract, conference#is_the_1th_part_of -> conference#Abstract	 	iasted#Sponsor	iasted#Sponsor -> iasted#Person	 	iasted#occupy -> iasted#Sponsor_state, iasted#is_occupied_by -> iasted#Sponsor_city, iasted#occupy -> iasted#Sponsor_city	 	0.737
conference#Written_contribution	conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	conference#Submitted_contribution, conference#Regular_contribution	 	 	iasted#Payment_document	iasted#Payment_document -> iasted#Document -> iasted#Item	iasted#Bank_transfer, iasted#Cheque	 	 	0.737
cmt#Meta-Reviewer	cmt#Meta-Reviewer -> cmt#Reviewer -> cmt#ConferenceMember -> cmt#Person, cmt#Meta-Reviewer -> cmt#Reviewer -> cmt#User -> cmt#Person	 	cmt#readByMeta-Reviewer -> cmt#Paper	 	iasted#Conference_Hiker	iasted#Conference_Hiker -> iasted#Delegate -> iasted#Person	 	iasted#is_visited_by -> iasted#Trip_city, iasted#is_paid_by -> iasted#Fee_for_extra_trip	 	0.737
edas#Author	 	edas#Presenter	edas#isWrittenBy -> edas#Paper, edas#hasRelatedPaper -> edas#Paper	 	ekaw#Individual_Presentation	ekaw#Individual_Presentation -> ekaw#Scientific_Event -> ekaw#Event	ekaw#Contributed_Talk, ekaw#Invited_Talk, ekaw#Tutorial	ekaw#presentationOfPaper -> ekaw#Paper, ekaw#paperPresentedAs -> ekaw#Paper, ekaw#paperPresentedAs -> ekaw#Abstract, ekaw#presentationOfPaper -> ekaw#Abstract	 	0.737
cmt#ConferenceMember	cmt#ConferenceMember -> cmt#Person	 	cmt#hasConferenceMember -> cmt#Conference, cmt#memberOfConference -> cmt#Conference	 	iasted#Trip_city	iasted#Trip_city -> iasted#City	 	iasted#is_visited_by -> iasted#Conference_Hiker, iasted#is_held_in -> iasted#Full_day_tour	 	0.737
ekaw#Assigned_Paper	ekaw#Assigned_Paper -> ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	 	 	 	iasted#Invitation_letter	iasted#Invitation_letter -> iasted#Document -> iasted#Item	 	 	 	0.737
ekaw#Workshop_Chair	ekaw#Workshop_Chair -> ekaw#Conference_Participant -> ekaw#Person, ekaw#Workshop_Chair -> ekaw#PC_Member -> ekaw#Possible_Reviewer -> ekaw#Person	 	 	 	iasted#Session_room	iasted#Session_room -> iasted#Place	 	 	 	0.737
conference#Active_conference_participant	conference#Active_conference_participant -> conference#Conference_contributor -> conference#Person, conference#Active_conference_participant -> conference#Conference_participant -> conference#Person	 	 	 	iasted#Speaker_lecture	iasted#Speaker_lecture -> iasted#Session -> iasted#Lecture -> iasted#Conference_activity -> iasted#Activity	 	 	 	0.737
conference#Conference_proceedings	 	 	conference#issues -> conference#Publisher, conference#has_a_publisher -> conference#Publisher	conference#has_a_volume -> conference#int, conference#has_an_ISBN -> conference#string, conference#has_a_name -> conference#string	sigkdd#Sponzor	 	 	sigkdd#search -> sigkdd#ACM_SIGKDD, sigkdd#searched_by -> sigkdd#ACM_SIGKDD	sigkdd#Name_of_sponsor -> sigkdd#string	0.737
edas#ConferenceVenuePlace	edas#ConferenceVenuePlace -> edas#Place	 	 	 	sigkdd#Hotel	sigkdd#Hotel -> sigkdd#Place	 	 	 	0.737
confOf#University	confOf#University -> confOf#Organization	 	 	 	edas#Workshop	edas#Workshop -> edas#AcademicEvent -> edas#ConferenceEvent	 	 	 	0.737
confOf#Assistant	confOf#Assistant -> confOf#Person	 	 	 	sigkdd#Invited_Speaker	sigkdd#Invited_Speaker -> sigkdd#Speaker -> sigkdd#Person	 	 	 	0.737
conference#Regular_author	conference#Regular_author -> conference#Conference_contributor -> conference#Person	 	 	 	ekaw#Regular_Paper	ekaw#Regular_Paper -> ekaw#Paper -> ekaw#Document	 	 	 	0.737
confOf#Contribution	 	 	 	confOf#abstract -> confOf#string, confOf#hasTitle -> confOf#string, confOf#remark -> confOf#string, confOf#hasKeyword -> confOf#string, confOf#contactEmail -> confOf#string	edas#ContactInformation	 	 	 	edas#hasCity -> edas#string, edas#hasStreet -> edas#string, edas#hasPostalCode -> edas#string, edas#hasEmail -> edas#string, edas#hasPhone -> edas#string	0.737
cmt#ProgramCommitteeChair	cmt#ProgramCommitteeChair -> cmt#ProgramCommitteeMember -> cmt#Person, cmt#ProgramCommitteeChair -> cmt#ProgramCommitteeMember -> cmt#ConferenceMember -> cmt#Person	 	cmt#endReview -> cmt#Review	 	ekaw#Conference_Session	ekaw#Conference_Session -> ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event	 	ekaw#partOfEvent -> ekaw#Conference	 	0.737
