Term 1	Term 2	Label (Arvind)	Label (Harshit)	Label (Vivek)	Ancestors 1	Ancestors 2	Children 1	Children 2	Object Property 1 	Object Property 2	Datatype Property 1	Datatype Property 2	Score
ekaw#Conference_Session	iasted#Deadline				ekaw#Conference_Session -> ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event	iasted#Deadline -> iasted#Time	ekaw#Industrial_Session	iasted#Registation_deadline, iasted#Deadline_hotel_reservation, iasted#Submissions_deadline, iasted#Camera_ready_manuscript_deadline, iasted#Deadline_for_notification_of_acceptance	ekaw#partOfEvent -> ekaw#Conference	iasted#is_designed_for -> iasted#Delegate		iasted#done_till -> iasted#date	0.767
cmt#Review	edas#ReviewQuestion				cmt#Review -> cmt#Document		cmt#Meta-Review	edas#TextualReviewQuestion, edas#NumericalReviewQuestion					0.767
edas#NonAcademicEvent	iasted#Conference_activity				edas#NonAcademicEvent -> edas#ConferenceEvent	iasted#Conference_activity -> iasted#Activity	edas#BreakEvent, edas#SocialEvent, edas#MealEvent	iasted#Coffee_break, iasted#Social_program, iasted#Coctail_reception, iasted#Presentation					0.767
edas#ConferenceEvent	iasted#Conference_hall					iasted#Conference_hall -> iasted#Place			edas#hasLocation -> edas#Place, edas#isLocationOf -> edas#Place, edas#hasProgramme -> edas#Programme, edas#belongsToEvent -> edas#Programme	iasted#is_situated_in -> iasted#Conference_building, iasted#speak_in -> iasted#Tutorial_speaker	edas#hasStartDateTime -> edas#dateTime, edas#hasEndDateTime -> edas#dateTime		0.767
confOf#Member	sigkdd#Registration_SIGKDD_Member				confOf#Member -> confOf#Participant -> confOf#Person	sigkdd#Registration_SIGKDD_Member -> sigkdd#Registration_fee -> sigkdd#Fee							0.767
cmt#User	sigkdd#Invited_Speaker				cmt#User -> cmt#Person	sigkdd#Invited_Speaker -> sigkdd#Speaker -> sigkdd#Person							0.767
cmt#Author	iasted#Initial_manuscipt				cmt#Author -> cmt#ConferenceMember -> cmt#Person, cmt#Author -> cmt#User -> cmt#Person	iasted#Initial_manuscipt -> iasted#Submission -> iasted#Document -> iasted#Item			cmt#submitPaper -> cmt#Paper, cmt#writePaper -> cmt#Paper, cmt#hasAuthor -> cmt#Paper, cmt#markConflictOfInterest -> cmt#Paper	iasted#go_through -> iasted#Refusing_manuscript			0.767
conference#Written_contribution	confOf#Contribution				conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document		conference#Submitted_contribution, conference#Regular_contribution	confOf#Poster, confOf#Short_paper, confOf#Paper				confOf#abstract -> confOf#string, confOf#hasTitle -> confOf#string, confOf#remark -> confOf#string, confOf#hasKeyword -> confOf#string, confOf#contactEmail -> confOf#string	0.767
cmt#User	confOf#Science_Worker				cmt#User -> cmt#Person	confOf#Science_Worker -> confOf#Person							0.767
conference#Chair	iasted#Viza				conference#Chair -> conference#Committee_member -> conference#Person	iasted#Viza -> iasted#Document -> iasted#Item			conference#has_a_committee_chair -> conference#Committee, conference#was_a_committee_chair_of -> conference#Committee	iasted#is_needed_for -> iasted#Delegate, iasted#need -> iasted#Delegate			0.767
confOf#Registration_of_participants_event	ekaw#Session				confOf#Registration_of_participants_event -> confOf#Administrative_event -> confOf#Event	ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event							0.767
ekaw#Demo_Session	iasted#Registration				ekaw#Demo_Session -> ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event	iasted#Registration -> iasted#Conference_activity -> iasted#Activity							0.767
ekaw#Flyer	iasted#Mailing_list				ekaw#Flyer -> ekaw#Document	iasted#Mailing_list -> iasted#Document -> iasted#Item			ekaw#publisherOf -> ekaw#Organisation	iasted#is_designed_for -> iasted#Delegate			0.767
confOf#Conference	edas#Reception				confOf#Conference -> confOf#Working_event -> confOf#Event	edas#Reception -> edas#SocialEvent -> edas#NonAcademicEvent -> edas#ConferenceEvent							0.767
cmt#Chairman	ekaw#Person				cmt#Chairman -> cmt#Person				cmt#markConflictOfInterest -> cmt#Paper	ekaw#writtenBy -> ekaw#Document, ekaw#authorOf -> ekaw#Document, ekaw#organises -> ekaw#Event, ekaw#organisedBy -> ekaw#Event			0.767
cmt#Chairman	edas#Person				cmt#Chairman -> cmt#Person				cmt#markConflictOfInterest -> cmt#Paper	edas#relatesTo -> edas#Document, edas#hasRelatedDocument -> edas#Document, edas#isMemberOf -> edas#Conference, edas#hasMember -> edas#Conference, edas#attendeeAt -> edas#ConferenceEvent, edas#hasAttendee -> edas#ConferenceEvent		edas#hasEmail -> edas#string, edas#hasLastName -> edas#string, edas#hasFirstName -> edas#string, edas#hasBiography -> edas#string	0.767
conference#Reviewer	confOf#Science_Worker				conference#Reviewer -> conference#Person	confOf#Science_Worker -> confOf#Person							0.767
cmt#Co-author	iasted#Author_information_form				cmt#Co-author -> cmt#Author -> cmt#ConferenceMember -> cmt#Person, cmt#Co-author -> cmt#Author -> cmt#User -> cmt#Person	iasted#Author_information_form -> iasted#Form -> iasted#Document -> iasted#Item			cmt#co-writePaper -> cmt#Paper, cmt#hasCo-author -> cmt#Paper	iasted#is_sent_after -> iasted#Deadline_for_notification_of_acceptance			0.767
iasted#Introduction_of_speaker	sigkdd#Speaker				iasted#Introduction_of_speaker -> iasted#Introduction -> iasted#Conference_activity -> iasted#Activity	sigkdd#Speaker -> sigkdd#Person							0.767
cmt#Decision	edas#ReviewRating						cmt#Rejection, cmt#Acceptance	edas#RejectRating, edas#AcceptRating, edas#WeekRejectRating, edas#AccpetIfRoomRating	cmt#hasDecision -> cmt#Paper	edas#hasRating -> edas#ActivePaper			0.767
conference#Conference_part	iasted#Session_room					iasted#Session_room -> iasted#Place			conference#has_parts -> conference#Conference_volume, conference#is_part_of_conference_volumes -> conference#Conference_volume, conference#is_a_topis_of_conference_parts -> conference#Topic, conference#has_a_track-workshop-tutorial_topic -> conference#Topic	iasted#is_situated_in -> iasted#Conference_building, iasted#is_held_in -> iasted#Session	conference#has_a_name -> conference#string		0.767
conference#Written_contribution	ekaw#Accepted_Paper				conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	ekaw#Accepted_Paper -> ekaw#Evaluated_Paper -> ekaw#Assigned_Paper -> ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document							0.767
conference#Conference_participant	ekaw#Workshop_Chair				conference#Conference_participant -> conference#Person	ekaw#Workshop_Chair -> ekaw#Conference_Participant -> ekaw#Person, ekaw#Workshop_Chair -> ekaw#PC_Member -> ekaw#Possible_Reviewer -> ekaw#Person							0.766
cmt#Paper	iasted#Item				cmt#Paper -> cmt#Document		cmt#PaperAbstract, cmt#PaperFullVersion	iasted#Document, iasted#Publication, iasted#Card	cmt#markConflictOfInterest -> cmt#Chairman	iasted#is_signed_by -> iasted#Person, iasted#sign -> iasted#Person, iasted#is_used_by -> iasted#Person, iasted#is_prepared_by -> iasted#Person, iasted#send -> iasted#Person, iasted#prepare -> iasted#Person	cmt#paperID -> cmt#unsignedLong, cmt#title -> cmt#string		0.766
conference#Paid_applicant	iasted#Sponsor				conference#Paid_applicant -> conference#Registeered_applicant -> conference#Conference_applicant -> conference#Person	iasted#Sponsor -> iasted#Person							0.766
confOf#Author	iasted#Conference_Hiker				confOf#Author -> confOf#Person	iasted#Conference_Hiker -> iasted#Delegate -> iasted#Person			confOf#writes -> confOf#Contribution, confOf#writtenBy -> confOf#Contribution	iasted#is_visited_by -> iasted#Trip_city, iasted#is_paid_by -> iasted#Fee_for_extra_trip			0.766
conference#Chair	confOf#Member				conference#Chair -> conference#Committee_member -> conference#Person	confOf#Member -> confOf#Participant -> confOf#Person							0.766
cmt#Reviewer	iasted#Trip_day				cmt#Reviewer -> cmt#ConferenceMember -> cmt#Person, cmt#Reviewer -> cmt#User -> cmt#Person	iasted#Trip_day -> iasted#Time			cmt#assignReviewer -> cmt#Administrator, cmt#assignedByAdministrator -> cmt#Administrator, cmt#adjustedBy -> cmt#Bid, cmt#adjustBid -> cmt#Bid, cmt#writtenBy -> cmt#Review, cmt#writeReview -> cmt#Review	iasted#is_designed_for -> iasted#Delegate			0.766
cmt#Person	iasted#Activity						cmt#ConferenceMember, cmt#ProgramCommitteeMember, cmt#Chairman, cmt#User	iasted#Conference_activity, iasted#Activity_after_conference, iasted#Activity_before_conference	cmt#hasConflictOfInterest -> cmt#Document	iasted#is_connected_with -> iasted#Item, iasted#is_used_for -> iasted#Item, iasted#go_through -> iasted#Item, iasted#is_connected_with -> iasted#Place, iasted#is_held_in -> iasted#Place, iasted#is_paid_for -> iasted#Money	cmt#email -> cmt#string, cmt#name -> cmt#string	iasted#is_dated_on -> iasted#dateTime	0.766
edas#Author	sigkdd#Author_of_paper_student					sigkdd#Author_of_paper_student -> sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person			edas#isWrittenBy -> edas#Paper, edas#hasRelatedPaper -> edas#Paper	sigkdd#award -> sigkdd#Best_Student_Paper_Award			0.766
ekaw#Conference_Session	iasted#Record_of_attendance				ekaw#Conference_Session -> ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event	iasted#Record_of_attendance -> iasted#Document -> iasted#Item			ekaw#partOfEvent -> ekaw#Conference	iasted#sign -> iasted#Listener, iasted#is_signed_by -> iasted#Listener, iasted#is_situated_in -> iasted#Session_room			0.766
conference#Chair	ekaw#OC_Chair				conference#Chair -> conference#Committee_member -> conference#Person	ekaw#OC_Chair -> ekaw#OC_Member -> ekaw#Conference_Participant -> ekaw#Person							0.766
iasted#Presentation	sigkdd#Abstract				iasted#Presentation -> iasted#Conference_activity -> iasted#Activity	sigkdd#Abstract -> sigkdd#Document							0.766
confOf#Member	ekaw#PC_Member				confOf#Member -> confOf#Participant -> confOf#Person	ekaw#PC_Member -> ekaw#Possible_Reviewer -> ekaw#Person							0.766
cmt#Review	iasted#Presenter_state				cmt#Review -> cmt#Document	iasted#Presenter_state -> iasted#State			cmt#writtenBy -> cmt#Reviewer, cmt#writeReview -> cmt#Reviewer	iasted#is_occupied_by -> iasted#Delegate, iasted#occupy -> iasted#Delegate, iasted#is_situated_in -> iasted#Presenter_university			0.766
iasted#Place	sigkdd#Registration_fee					sigkdd#Registration_fee -> sigkdd#Fee	iasted#Session_room, iasted#Conference_hall	sigkdd#Registration_Student, sigkdd#Registration_Non-Member, sigkdd#Registration_SIGKDD_Member, sigkdd#Registration_SIGMOD_Member	iasted#is_connected_with -> iasted#Person, iasted#speak_in -> iasted#Person, iasted#is_present_in -> iasted#Person	sigkdd#payed_by -> sigkdd#Person, sigkdd#pay -> sigkdd#Person		sigkdd#Currency -> sigkdd#string, sigkdd#Price -> sigkdd#int	0.766
conference#Paper	iasted#Final_manuscript				conference#Paper -> conference#Regular_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	iasted#Final_manuscript -> iasted#Submission -> iasted#Document -> iasted#Item			conference#is_the_1th_part_of -> conference#Abstract, conference#has_an_abstract -> conference#Abstract	iasted#is_made_from -> iasted#Publication, iasted#write -> iasted#Speaker, iasted#go_through -> iasted#Accepting_manuscript			0.766
confOf#Banquet	ekaw#Conference_Session				confOf#Banquet -> confOf#Social_event -> confOf#Event	ekaw#Conference_Session -> ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event							0.766
cmt#User	ekaw#Review				cmt#User -> cmt#Person	ekaw#Review -> ekaw#Document	cmt#Reviewer, cmt#Author, cmt#Administrator	ekaw#Negative_Review, ekaw#Positive_Review, ekaw#Neutral_Review					0.766
confOf#Working_event	edas#CoffeeBreak				confOf#Working_event -> confOf#Event	edas#CoffeeBreak -> edas#BreakEvent -> edas#NonAcademicEvent -> edas#ConferenceEvent					confOf#has_short_title -> confOf#string, confOf#hasVAT -> confOf#string, confOf#location -> confOf#string, confOf#defaultChoice -> confOf#positiveInteger, confOf#has_title -> confOf#string, confOf#minChoice -> confOf#positiveInteger, confOf#maxChoice -> confOf#positiveInteger		0.766
ekaw#Conference_Proceedings	iasted#Book_proceeding				ekaw#Conference_Proceedings -> ekaw#Proceedings -> ekaw#Multi-author_Volume -> ekaw#Document	iasted#Book_proceeding -> iasted#Publication -> iasted#Item							0.766
edas#SessionChair	iasted#Coffee_break				edas#SessionChair -> edas#Person	iasted#Coffee_break -> iasted#Conference_activity -> iasted#Activity			edas#isInitiatedBy -> edas#Call, edas#initiates -> edas#Call, edas#isReviewedBy -> edas#Paper, edas#isReviewing -> edas#Paper	iasted#is_designed_for -> iasted#Delegate			0.766
ekaw#Paper	iasted#Registration				ekaw#Paper -> ekaw#Document	iasted#Registration -> iasted#Conference_activity -> iasted#Activity			ekaw#hasReview -> ekaw#Review, ekaw#reviewOfPaper -> ekaw#Review, ekaw#presentationOfPaper -> ekaw#Individual_Presentation, ekaw#paperPresentedAs -> ekaw#Individual_Presentation, ekaw#hasReviewer -> ekaw#Possible_Reviewer, ekaw#reviewerOfPaper -> ekaw#Possible_Reviewer	iasted#is_designed_for -> iasted#Delegate			0.766
conference#Active_conference_participant	ekaw#Individual_Presentation				conference#Active_conference_participant -> conference#Conference_contributor -> conference#Person, conference#Active_conference_participant -> conference#Conference_participant -> conference#Person	ekaw#Individual_Presentation -> ekaw#Scientific_Event -> ekaw#Event			conference#gives_presentations -> conference#Presentation, conference#is_given_by -> conference#Presentation	ekaw#paperPresentedAs -> ekaw#Abstract, ekaw#presentationOfPaper -> ekaw#Abstract, ekaw#hasEvent -> ekaw#Session			0.766
cmt#User	iasted#Submission				cmt#User -> cmt#Person	iasted#Submission -> iasted#Document -> iasted#Item	cmt#Author, cmt#Reviewer, cmt#Administrator	iasted#Initial_manuscipt, iasted#Final_manuscript					0.766
conference#Co-chair	confOf#Member_PC				conference#Co-chair -> conference#Committee_member -> conference#Person	confOf#Member_PC -> confOf#Person			conference#was_a_committe_co-chair_of -> conference#Committee, conference#has_a_committee_co-chair -> conference#Committee	confOf#reviewes -> confOf#Contribution, confOf#expertOn -> confOf#Topic			0.766
cmt#Acceptance	confOf#Reception				cmt#Acceptance -> cmt#Decision	confOf#Reception -> confOf#Social_event -> confOf#Event							0.766
conference#Review	iasted#Renting				conference#Review -> conference#Conference_document	iasted#Renting -> iasted#Activity_before_conference -> iasted#Activity			conference#has_a_review -> conference#Reviewed_contribution, conference#reviews -> conference#Reviewed_contribution	iasted#is_connected_with -> iasted#Car			0.766
conference#Written_contribution	sigkdd#Author_of_paper				conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	sigkdd#Author_of_paper -> sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person							0.766
edas#Paper	ekaw#Proceedings				edas#Paper -> edas#Document	ekaw#Proceedings -> ekaw#Multi-author_Volume -> ekaw#Document	edas#PublishedPaper, edas#PendingPaper, edas#ActivePaper, edas#AcceptedPaper, edas#WithdrawnPaper, edas#RejectedPaper	ekaw#Conference_Proceedings					0.766
ekaw#Web_Site	iasted#Presenter_state				ekaw#Web_Site -> ekaw#Document	iasted#Presenter_state -> iasted#State			ekaw#listsEvent -> ekaw#Event, ekaw#eventOnList -> ekaw#Event, ekaw#publisherOf -> ekaw#Organisation	iasted#is_occupied_by -> iasted#Delegate, iasted#occupy -> iasted#Delegate			0.766
ekaw#Paper_Author	iasted#Initial_manuscipt				ekaw#Paper_Author -> ekaw#Person	iasted#Initial_manuscipt -> iasted#Submission -> iasted#Document -> iasted#Item							0.766
cmt#PaperAbstract	ekaw#Programme_Brochure				cmt#PaperAbstract -> cmt#Paper -> cmt#Document	ekaw#Programme_Brochure -> ekaw#Document							0.766
conference#Organizing_committee	edas#IndustryOrganization				conference#Organizing_committee -> conference#Committee	edas#IndustryOrganization -> edas#Organization							0.766
edas#IndustryOrganization	sigkdd#Organizing_Committee				edas#IndustryOrganization -> edas#Organization	sigkdd#Organizing_Committee -> sigkdd#Committee							0.766
confOf#Conference	ekaw#University				confOf#Conference -> confOf#Working_event -> confOf#Event	ekaw#University -> ekaw#Academic_Institution -> ekaw#Organisation							0.766
ekaw#Web_Site	iasted#Hotel_fee				ekaw#Web_Site -> ekaw#Document	iasted#Hotel_fee -> iasted#Fee -> iasted#Money			ekaw#publisherOf -> ekaw#Organisation, ekaw#listsEvent -> ekaw#Event, ekaw#eventOnList -> ekaw#Event	iasted#is_paid_by -> iasted#Hotel_presenter			0.766
conference#Written_contribution	ekaw#Paper_Author				conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	ekaw#Paper_Author -> ekaw#Person							0.766
iasted#Card	sigkdd#Speaker				iasted#Card -> iasted#Item	sigkdd#Speaker -> sigkdd#Person	iasted#Credit_card	sigkdd#Author, sigkdd#Invited_Speaker					0.766
cmt#ProgramCommitteeMember	confOf#Organization				cmt#ProgramCommitteeMember -> cmt#Person, cmt#ProgramCommitteeMember -> cmt#ConferenceMember -> cmt#Person		cmt#ProgramCommitteeChair	confOf#University, confOf#Company	cmt#addProgramCommitteeMember -> cmt#Administrator, cmt#setMaxPapers -> cmt#Administrator, cmt#addedBy -> cmt#Administrator	confOf#employedBy -> confOf#Person	cmt#maxPapers -> cmt#int	confOf#hasPostalCode -> confOf#string, confOf#hasStreet -> confOf#string	0.766
cmt#ProgramCommitteeChair	sigkdd#Organizing_Committee_member				cmt#ProgramCommitteeChair -> cmt#ProgramCommitteeMember -> cmt#Person, cmt#ProgramCommitteeChair -> cmt#ProgramCommitteeMember -> cmt#ConferenceMember -> cmt#Person	sigkdd#Organizing_Committee_member -> sigkdd#Organizator -> sigkdd#Person							0.765
